"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Simpson County, Kentucky",225.7,45269,18006,15,39.6,2.56,52.4,7,5.726431608
"Grayson County, Virginia",196,31893,16012,19.9,47.6,2.24,55.2,9,6.072477963
"Tift County, Georgia",183.9,36303,40764,28.6,35.1,2.76,42.3,5.8,6.308457711
"Cassia County, Idaho",133.7,45078,23506,15.6,31.7,2.96,60.1,5.7,8.097815193
"Las Animas County, Colorado",162.2,39625,14058,17.4,45,2.36,52.2,9.2,3.897032535
"Menominee County, Michigan",185,42191,23548,14.5,47.5,2.19,52.9,8.5,5.558035714
"Brown County, Nebraska",156,42348,2946,12.8,47.6,2,64,0.7,0.363636364
"Perquimans County, North Carolina",159.5,41328,13440,17.1,47.8,2.44,56.7,12.7,7.827059262
"Adams County, Wisconsin",206,42063,20148,17.8,51.4,2.47,50.9,10.1,3.861129137
"Stevens County, Washington",174.2,43823,43791,19.3,46.2,2.44,57.2,9.4,3.631082062
"Walker County, Georgia",212.7,39078,68066,20,40.4,2.59,51.3,8.4,6.366601435
"Newport County, Rhode Island",164,69203,82423,9.5,43.9,2.27,49.7,6.9,2.872784433
"San Bernardino County, California",168,51951,2128133,20.4,32.5,3.33,45.4,12.6,6.007621442
"Tyrrell County, North Carolina",222.3,32773,4070,28.3,44.4,2.45,42.5,14.1,7.088989442
"Susquehanna County, Pennsylvania",163.6,49552,41666,12.8,46.4,2.41,55.5,7.7,4.344746163
"Pend Oreille County, Washington",190.5,42579,13088,22.3,49.3,2.38,55.9,10.3,5.587583149
"Nemaha County, Nebraska",164.7,49162,7046,13.6,39.1,2.31,52.2,8,8.91959799
"Clay County, Illinois",190,45709,13428,13.6,42.8,2.39,56.5,6.7,6.40518172
"Jack County, Texas",166.4,52030,8878,14.9,40.5,2.55,56.9,5.6,6.95970696
"Alpena County, Michigan",179.3,38121,28803,16.8,47.1,2.24,53.2,9.3,4.633003644
"Sweetwater County, Wyoming",141.1,72604,44626,9.8,33.6,2.64,55.2,5.4,8.929775551
"Graham County, North Carolina",160.7,33824,8616,20.6,44.6,2.63,55.9,11.1,1.998889506
"Grundy County, Illinois",193.1,70092,50541,8.5,37.2,0.027,55,7.8,4.804003336
"Lewis County, Washington",194.8,44243,75882,17.1,42.8,2.52,52.7,12.1,4.603840773
"Portage County, Wisconsin",155.1,52075,70408,15.4,36.2,2.41,49.6,7.2,4.146396651
"Fond du Lac County, Wisconsin",159.4,52149,101973,9.9,41,2.4,54.8,5.3,4.541733098
"Lyon County, Nevada",195.7,48576,52585,13.7,43.2,2.63,51.1,13.6,4.62962963
"Mercer County, Missouri",180.7,38023,3694,15,44.1,2.43,54.2,4.6,4.787961696
"Pamlico County, North Carolina",151.3,43097,12781,17.9,49.8,2.36,55.1,9.7,5.096660808
"Coffee County, Tennessee",194,45235,54277,16.8,39.7,2.49,53.8,8.8,4.540620142
"Mason County, Kentucky",248.1,40260,17099,18.6,41.1,2.52,53.3,6.2,5.546875
"Latimer County, Oklahoma",191.7,35522,10483,20.7,39.3,2.5,54.8,7.8,7.799915218
"Runnels County, Texas",174.2,38607,10551,18.1,41.9,2.76,51.1,3.4,3.956148713
"Waupaca County, Wisconsin",189.4,52850,51945,10.4,44.4,2.35,55.5,5.7,5.973097545
"San Diego County, California",157.1,66034,3299521,14.7,35.1,2.86,47.2,8.7,4.953958986
"Mason County, Michigan",190.2,42896,28783,16.3,45.7,2.3,54.9,10.7,5.960854093
"Fayette County, Kentucky",176,48552,314488,19.8,34.1,2.35,43.3,6.9,4.844986927
"Lycoming County, Pennsylvania",178.5,45211,116048,16,496.8,2.42,49,7.7,5.48894218
"Hamilton County, Indiana",146.5,89861,309697,4.9,36.1,2.73,62.3,4.3,5.756462494
"Stephens County, Oklahoma",189.1,42967,44581,15.5,40.1,0.0248,55.2,6.6,2.876060418
"Butler County, Ohio",189,58558,376353,14.4,36.4,2.68,50.5,7.2,5.479735318
"Nelson County, Kentucky",185.4,54540,45126,12.7,37.9,2.62,54.7,9.8,7.048374906
"Northumberland County, Virginia",190.5,51422,12232,14.3,55.1,2.1,61,8.7,7.278020378
"Teton County, Wyoming",136.9,75348,23125,7.7,38,2.63,47.7,2.6,1.745232098
"Nottoway County, Virginia",201.5,37996,15673,24.3,41.5,0.0254,42.7,10.8,7.331771008
"Taliaferro County, Georgia",234.9,28716,1639,32.3,47.9,2.42,40,12.1,0.56980057
"Sandusky County, Ohio",193.8,46447,59679,14.5,41.3,2.49,51,7.6,5.511627907
"Marion County, Ohio",202,42240,65355,21.3,40.4,2.43,48.1,9.6,6.933232742
"Shelby County, Ohio",167.3,50774,48901,10.7,38.9,2.62,57.4,6.7,6.776406036
"Morris County, Kansas",193.4,44774,5645,12.5,47.6,2.36,62,3.2,5.611775529
"Hunterdon County, New Jersey",145.1,103876,125488,4.7,45,2.6,57.7,5.9,4.22223833
"Tipton County, Indiana",159.2,55008,15267,9.5,43.8,2.4,56.3,6.2,5.051131082
"Power County, Idaho",114.3,48048,7648,15.7,34.2,2.99,55.5,9.4,12.93684856
"Alfalfa County, Oklahoma",159.5,51885,5868,16.6,44.7,2.28,50.4,4.9,4.431818182
"Noble County, Oklahoma",181.6,46874,11554,13.4,40.7,2.41,64,5.9,8.309915697
"Lafayette County, Missouri",174.5,48128,32701,13.4,41,2.44,56,6.9,6.850471234
"Craig County, Oklahoma",205.3,36953,14818,19.2,42.3,2.52,49,6.4,6.007301693
"Washington County, Vermont",165.8,58673,58612,11,43.2,2.32,49.5,4.8,2.874885005
"Morgan County, West Virginia",209.7,44446,17524,13,46.1,2.36,47.7,12.3,4.090035685
"Seminole County, Georgia",180.1,37672,8647,26.4,45.1,2.62,46.9,9.4,2.387267905
"Cibola County, New Mexico",146.5,35081,27329,28.8,36.2,2.98,38.1,15.3,6.744769874
"Athens County, Ohio",192.1,34216,65886,29.9,28,2.47,35.1,10.9,2.52476505
"Marion County, Arkansas",213.7,33181,16185,20.3,51.3,2.43,58.2,10.9,5.886450714
"Crenshaw County, Alabama",195.6,34445,13963,21.2,41.3,2.56,47.7,9.7,8.330673476
"Waseca County, Minnesota",163,54183,18989,10.1,39,2.43,56.8,4.6,6.458604248
"Madison County, Arkansas",195.3,39158,15767,18,41.8,2.46,62.2,7.3,3.234421365
"Cumberland County, Illinois",201.4,49567,10898,12.2,41.6,2.51,56.1,7.4,6.796116505
"Victoria County, Texas",165.8,51003,92382,15.8,35.7,2.73,50.6,6.5,6.155041017
"Van Buren County, Tennessee",174.1,34884,5677,20.6,45.8,2.61,51.8,11.2,4.545454545
"Houston County, Tennessee",219,39753,8149,19.1,43.2,2.49,56.7,8.1,3.771361226
"Dare County, North Carolina",163.2,54642,35663,11,45,2.32,54.9,6.4,4.646266143
"Parmer County, Texas",142.1,41813,9749,14.6,32.5,3.08,54,3.6,7.023108292
"Marshall County, Iowa",180.9,50244,40746,13,38.9,2.6,55.3,6.3,7.694148618
"Luce County, Michigan",175.3,37590,6415,20.6,44.3,2.27,45.9,11.6,5.95959596
"Kiowa County, Kansas",141.4,46318,2564,12.8,41.7,2.21,60,4,3.783783784
"Jefferson County, Washington",154.9,50964,30466,14.1,55.6,2.18,53.7,9.5,5.305574211
"Crockett County, Tennessee",184.3,37853,14601,19,39.7,2.64,49.9,7.4,4.708383961
"Clay County, Missouri",176.4,61598,235637,9.1,36.6,2.6,52,6.1,4.934777258
"Estill County, Kentucky",258.6,30333,14375,29.8,42.7,2.49,52.2,11.8,4.634920635
"Mercer County, Pennsylvania",186.7,43559,114234,14.6,43.8,2.37,49.3,6.8,4.669101054
"Grand County, Colorado",123.2,59379,14615,10.4,42.5,2.69,54.6,5.7,1.309904153
"Grainger County, Tennessee",211,35704,22846,21.9,43.6,2.52,57.9,9.5,3.497356649
"Brown County, Ohio",213.3,46484,43839,15,40.8,2.62,54.1,9.9,8.672957238
"Gates County, North Carolina",171.5,48413,11431,15.6,43.2,2.65,53.7,12.2,6.274356976
"Franklin County, Nebraska",119.2,44794,2985,13.6,49.9,2.15,64,3.5,8.058608059
"Erath County, Texas",144.8,41914,41122,21.8,30.3,2.62,46.6,4.1,5.054084297
"Anson County, North Carolina",186.1,32508,25759,25,39.7,2.55,39.3,17.6,9.115971329
"Sutter County, California",155.1,51827,96463,15.2,35.4,2.95,53,13.2,6.71564894
"Clinton County, Indiana",193.9,49945,32609,12.6,38.4,2.76,52.6,7.3,5.349679576
"Westchester County, New York",145.3,83152,976396,10.4,40.3,2.75,50.2,7.6,4.871361927
"Republic County, Kansas",154.1,42381,4725,12.7,50.9,2.07,57.4,3.8,7.552083333
"Wallowa County, Oregon",150.3,39743,6856,15.8,52.2,2.18,57.3,9.5,4.545454545
"Lunenburg County, Virginia",189.8,37548,12299,22.4,44.7,2.48,45.7,7.3,7.48049564
"Trego County, Kansas",177.9,46859,2927,9.9,49.1,2.21,66,1,4.642857143
"Cross County, Arkansas",230.9,38597,17284,22.3,40.1,2.49,53,8.6,3.788634098
"Chippewa County, Wisconsin",160.1,52485,63531,10.7,40.6,2.44,55.6,5.1,5.497771174
"Ulster County, New York",170.8,56718,180143,13.7,43.1,2.44,46.9,9.3,4.324719649
"Darke County, Ohio",179.6,46610,52076,12.2,41.8,2.48,56.3,7.6,6.68786915
"Newaygo County, Michigan",197,41588,47948,21,42.4,2.58,55.8,10.1,5.713998795
"Anne Arundel County, Maryland",176,86654,564195,6.7,38.4,2.66,51.7,5.9,5.291115354
"Caddo Parish, Louisiana",199.4,39812,251460,24.1,36.6,2.55,39.3,7,5.272379222
"Latah County, Idaho",148.9,43482,38778,19.9,28.5,2.33,45.5,7.6,4.020530368
"Rutherford County, North Carolina",174.8,35629,66390,21.5,43.3,2.48,50.4,12.2,5.963398511
"Hickory County, Missouri",179.4,33707,9201,22.1,53.5,2.25,58.3,12.6,1.330671989
"Greeley County, Kansas",156.9,52795,1330,10.8,49.4,2.46,66.6,2.1,5.687203791
"Powell County, Montana",161,40072,6840,20.2,45.4,2.25,43.3,2.2,6.109979633
"Greenlee County, Arizona",161.2,59416,9529,10.3,33,2.78,49.6,10,7.95730228
"Fort Bend County, Texas",133.4,88516,716087,8.8,35.5,3.17,58.7,5.1,5.338507619
"Floyd County, Indiana",179,53186,76778,11.6,39.6,2.57,49.9,7.3,4.843160444
"Putnam County, West Virginia",171.5,59472,56848,10,41,2.6,57.4,3.7,6.034482759
"Iowa County, Iowa",163.4,58234,16401,7.5,508.8,2.34,61.5,1.8,5.613126079
"Piatt County, Illinois",164.9,65971,16387,7.4,43.3,2.47,62.9,6.3,6.54640675
"Chouteau County, Montana",136.8,41004,5767,19.4,41.1,2.5,54.6,4.3,8.205128205
"Allamakee County, Iowa",142.4,45229,13886,12.4,45.1,2.26,61.1,6,8.380520951
"Jefferson County, Kansas",173,56927,18930,9.4,43.5,2.47,61.7,6.9,5.155718398
"Snohomish County, Washington",165.3,71890,772501,9.9,37.6,2.68,52.1,7.5,4.729251068
"Shelby County, Illinois",164.4,48994,21775,11.7,44.4,2.42,60.3,6.2,4.376511986
"Lenoir County, North Carolina",194,35991,58106,22.1,42.1,2.47,44,13.1,6.174096999
"Suffolk County, Massachusetts",178.6,54280,778121,21.5,32.2,2.39,30.4,8.7,4.178438278
"Scotland County, Missouri",195.4,38281,4854,16.3,39.1,2.58,53.5,4,10.28806584
"Pittsylvania County, Virginia",176.8,44207,62194,14.6,546,2.36,53.5,7.7,4.194566305
"Person County, North Carolina",198.1,45841,39259,18.7,508.8,2.52,47.6,11.9,6.140350877
"Park County, Colorado",137.9,58487,16510,9.4,49.4,2.2,59.2,5.6,4.06824147
"Clermont County, Ohio",178.7,62158,201973,11.2,39.5,2.65,55.1,5.5,5.170612813
"Portage County, Ohio",186.3,52047,162275,14.2,37.6,2.54,46.6,8.7,3.908475144
"Manitowoc County, Wisconsin",165.9,48430,79806,10.8,44.2,2.34,55.7,5.7,5.10901206
"Moore County, North Carolina",160.3,51650,94352,15.5,45.1,2.44,55.8,8,3.694753236
"Concho County, Texas",156.8,40837,4081,26.5,40.8,3.3,50.7,2.8,11.55660377
"Clay County, Kansas",169.2,53131,8347,10.9,42.2,2.45,62.3,1.9,6.744328633
"Trinity County, Texas",190.7,36645,14402,19.9,47.7,2.69,49.1,9.9,2.844950213
"Mitchell County, Texas",211.8,41363,9067,20.7,35.5,2.45,45.9,5.5,2.90368272
"Eddy County, New Mexico",170.8,57007,57578,14.1,36.5,2.66,50.3,5.8,9.558702453
"Antrim County, Michigan",167.7,45743,23154,13,49.5,2.38,60.1,9.7,3.888098625
"Mora County, New Mexico",134.3,27627,4596,24.2,42.6,2.81,41.2,5.4,1.084812623
"Fremont County, Iowa",181.2,54154,6906,11.7,46.4,2.36,59.4,3.7,6.004618938
"Richland Parish, Louisiana",191.3,36666,20523,24.9,38,2.59,49.5,9.6,3.43803056
"Emmet County, Michigan",168,50191,33161,11.6,44.3,2.33,57.5,8.4,5.055523086
"Chickasaw County, Iowa",161.9,50788,12097,9.8,44.1,2.27,60.7,3.8,8.382476832
"Will County, Illinois",176.4,75176,687263,8.1,36.6,3.02,54.7,7.8,5.115003933
"Daviess County, Indiana",176.6,47670,32906,13.8,35,2.78,59.3,5.4,6.25359402
"Fayette County, Illinois",165.9,41268,22043,17.5,40.1,2.63,49.6,10.4,6.596537366
"Mercer County, West Virginia",210,35046,61164,20.5,42.3,2.39,50.6,5.1,4.807972069
"Hernando County, Florida",178.1,40094,178439,15.3,48.7,2.45,52.4,13.7,5.381697487
"Cochran County, Texas",187.5,39870,2953,20.7,34.9,2.79,52,8.5,7.357357357
"Osceola County, Florida",155.6,42945,323993,19.3,35.7,3.23,46.4,9.8,5.718663568
"Carbon County, Wyoming",151.5,58225,15559,12.3,39,2.44,53.2,4.3,5.625
"Clay County, Tennessee",217,30744,7771,24,46.9,2.37,59.9,7.2,2.134146341
"Cooke County, Texas",169.2,57378,39229,15.3,39.6,2.61,54.9,7,7.427277062
"Reeves County, Texas",148.3,39006,14732,24.8,35.6,3.06,44.7,6.7,8.634992459
"Mercer County, Kentucky",206.3,43945,21407,17.6,42.6,0.024,56.4,11.5,5.675616678
"Upson County, Georgia",189.5,34867,26368,25.9,41.5,2.55,50,11.1,5.682006978
"Jenkins County, Georgia",215,30678,8957,34.6,40.7,2.53,37.6,10.3,3.774792067
"Steuben County, Indiana",172.6,50078,34372,12.8,41.7,2.44,54.4,6.9,3.515151515
"Kings County, California",147.7,44490,150965,24.9,31.4,3.19,44.3,13,6.638754179
"Craven County, North Carolina",181.1,43972,103451,16.4,430.8,2.51,52.8,11.4,6.903026781
"Lee County, Mississippi",249.7,43374,85300,19.4,36.5,2.6,48.8,7.8,4.984662577
"Midland County, Michigan",154.4,51629,83632,11.9,40.9,2.45,57.2,8.5,5.762837089
"Humboldt County, California",177.4,40581,135727,21,37.4,2.47,41.4,10.5,5.240578994
"Marshall County, Tennessee",216.9,42839,31552,15.5,39.4,2.57,53.2,8.4,3.440273038
"Clay County, Florida",182.6,58539,203967,10.9,39,2.84,53.4,10.7,3.920755108
"Calhoun County, South Carolina",150.9,41209,14781,19.3,45.3,2.45,53.3,8.6,5.434122647
"Audrain County, Missouri",196.1,41302,26096,17.2,39.2,2.58,48.6,8.8,5.293680297
"Grand Forks County, North Dakota",162.5,50435,70916,16.7,29.4,2.25,45.7,3.6,5.407811283
"Perry County, Illinois",174.6,42032,21543,16.7,40.8,2.46,45.6,8,3.072371416
"Aroostook County, Maine",188.2,36066,68628,20.1,46.6,2.24,54.1,7.5,5.029215359
"Los Alamos County, New Mexico",114.5,108477,17785,4.2,43.5,2.34,65.5,3.5,5.543652919
"Camden County, North Carolina",143.8,61730,10309,9.7,41.1,2.67,57.1,9.3,1.574468085
"Moultrie County, Illinois",177.7,52790,14931,11.8,41,2.51,57.8,4.9,8.42514582
"Braxton County, West Virginia",196.3,33817,14415,22.2,44.5,2.51,52.4,14.4,5.469020422
"Cheatham County, Tennessee",238.1,51475,39741,12.7,39.8,2.7,54.6,7.8,4.803398323
"Simpson County, Mississippi",183.7,34338,27222,25.9,37.7,2.77,46.2,10.9,5.577235772
"Baltimore County, Maryland",171,67766,831128,9.8,39.1,2.56,46.2,6.9,5.073719664
"Fairfax County, Virginia",126.9,110507,1142234,6.7,37.4,2.85,56,4.9,5.344658861
"Callaway County, Missouri",180.1,49384,44834,14.2,37.8,2.52,47.4,5.1,4.53252418
"Clayton County, Iowa",168.3,49018,17644,10.8,45.4,2.3,58.6,4.2,5.962622367
"Wasatch County, Utah",114.5,65207,29161,7.1,33,3.27,59.1,4.7,3.613892365
"Fall River County, South Dakota",187.8,42007,6867,17,52.4,2.14,52.3,4.1,6.16375345
"Wabash County, Illinois",197.8,49385,11542,14.8,42.7,2.37,56.3,8.7,5.041322314
"Duval County, Texas",166.7,35069,11388,26,37.3,2.8,43.1,10.9,7.84067086
"Crawford County, Missouri",206.8,37379,24526,20.7,41.2,2.61,51.8,12.7,7.465766273
"Cass County, Missouri",182.5,60970,101603,10.5,39.2,2.63,58.6,6.7,4.56119093
"Maricopa County, Arizona",146.6,53929,4167947,17.1,35.6,2.75,47.1,7.7,5.392191187
"Polk County, Florida",168.1,42768,650092,18.1,40.3,2.77,48.3,10.6,5.501541209
"Vinton County, Ohio",184.3,37633,13048,23.7,41,2.63,54.3,12,8.863399374
"Adams County, Indiana",159.3,50172,34980,15.4,33.8,2.8,58.4,6.2,9.544766882
"Pulaski County, Missouri",196,47227,53221,15.9,26.8,2.84,45,12.7,5.283078379
"Otero County, New Mexico",161.1,41736,64362,20.2,35.6,2.63,49.1,12.7,8.221797323
"Lamar County, Georgia",204.1,40339,18201,21.3,38.6,2.62,45.3,15.6,4.34410443
"Jackson County, Mississippi",193.7,48018,141425,15.6,37.8,2.78,48,9.1,5.060304916
"Stark County, Ohio",176.4,47745,375165,14.9,41.8,2.43,49.4,8.5,5.285174738
"Santa Clara County, California",135,97219,1918044,8.5,36.8,2.95,53.2,7.7,5.541784514
"Windsor County, Vermont",160.4,51513,55737,12.1,46.8,2.25,53.4,5.1,4.807193498
"Monroe County, Indiana",168.5,43841,144705,24,28.4,2.36,36,6.9,3.932688732
"Richmond County, Georgia",197.6,36012,201793,26,33.3,2.68,35.2,12,6.251597303
"Tompkins County, New York",159.5,51880,104926,18.7,30.2,2.35,37.3,5.9,4.367123465
"Mercer County, New Jersey",160.3,73750,371398,11.8,38.4,2.69,47.2,9.4,4.725836381
"Greene County, Tennessee",194.7,36740,68580,17.7,43.7,2.38,53,8.7,3.90120498
"Hempstead County, Arkansas",185,33136,22084,24.4,39.1,2.81,45.3,7.9,6.208291203
"Prowers County, Colorado",202.4,39184,11954,20.9,37.6,2.44,54.6,9.7,6.036139946
"Meeker County, Minnesota",151.2,54354,23102,10,42,2.48,60.4,4.7,6.093113066
"Miami-Dade County, Florida",137.3,42754,2693117,20.4,39,3.08,40.7,10,4.372227998
"New Kent County, Virginia",201.4,72406,20392,6.2,43.1,2.61,60.6,6.1,2.628490965
"Orleans County, New York",184.2,46577,41582,15.5,42.2,2.43,48.4,9,4.445372013
"Hardin County, Tennessee",185.9,36285,25756,21.7,44.8,2.58,51.2,13.9,4.906586148
"Charles Mix County, South Dakota",181.9,41395,9383,24,37.3,2.78,47.5,5.1,6.866002215
"Cleveland County, North Carolina",194.3,39444,96879,21.1,41.4,2.55,48.6,12.6,4.050285512
"Pearl River County, Mississippi",208.6,38465,55191,19.3,40.7,2.61,51.9,12.1,4.728190104
"Ballard County, Kentucky",191.3,44732,8212,16.8,42.8,2.48,54.8,6.2,6.105990783
"Avery County, North Carolina",152.8,37131,17689,19.8,43.7,2.22,53.3,6.9,6.046511628
"Torrance County, New Mexico",164.3,37311,15485,27.6,43.3,2.81,49.1,11.2,2.98792117
"Clay County, South Dakota",170.9,43453,13964,24.9,25.2,2.21,36.6,6.8,2.566452796
"Chesapeake city, Virginia",182.2,66625,235429,9.8,36.5,2.75,52.5,7.5,5.746827092
"Collingsworth County, Texas",187.2,38655,3044,19.3,37,2.7,58.6,5.2,4.744525547
"Mahaska County, Iowa",190.3,48584,22324,12.9,39.8,2.41,53.3,8,3.880659295
"Wilson County, Tennessee",179.2,60955,128911,10.1,40.1,2.72,56.6,6.5,4.280356467
"Inyo County, California",138.1,49267,18260,14,45.7,2.23,46.8,6.8,4.535082715
"Addison County, Vermont",173.3,59089,37035,9.5,42.8,2.38,50.3,5.8,4.669664476
"Iron County, Utah",131.1,43615,48368,22.1,28.1,3.07,54.2,10.5,9.572250479
"Grundy County, Missouri",209.2,37911,10097,19.2,41,2.45,54.6,4.5,7.829010567
"Richmond County, Virginia",176.2,42204,8908,19.7,43.7,2.47,46.6,8.7,8.755129959
"Louisa County, Virginia",191,60121,34602,11.5,43.7,2.64,55.1,8.1,5.015546843
"Franklin County, Alabama",198.2,33881,31696,23.1,38.8,2.62,50.3,9.8,3.264508929
"Washington County, Mississippi",241.1,30292,48130,35.1,36.2,2.69,33.7,21.7,5.86461126
"Montgomery County, Texas",164.9,70929,537559,10.9,36.4,2.88,56.3,6.1,6.062213529
"Montgomery County, Indiana",171,46945,38227,12.3,40.2,2.52,53.1,6.9,6.749577397
"New London County, Connecticut",162.6,65813,271863,11.1,40.7,2.45,48.7,8.3,4.578351666
"Kitsap County, Washington",164.9,61898,260131,11.2,39.3,2.54,52.5,8,6.118831029
"Floyd County, Iowa",165.4,48292,15960,12.7,43.6,2.28,55.4,3.5,6.749226006
"Lee County, North Carolina",182.2,46073,59660,18.5,37.5,2.75,49.2,10.3,5.257747099
"DuPage County, Illinois",152.7,80037,933736,7.9,38.8,2.72,55.6,7,4.783276672
"Buckingham County, Virginia",191.8,38731,17032,22.8,42.2,0.0268,43.5,11.2,3.636938646
"Wapello County, Iowa",182.7,42414,35173,16.7,39.8,2.38,52.2,8,6.180279523
"Dallas County, Alabama",217.4,26602,41131,35.2,38.7,2.53,33.4,16.4,8.433257358
"Taylor County, Kentucky",205,34633,25420,26.7,39.2,2.46,45.6,9.6,4.008328995
"Henry County, Kentucky",233.2,43799,15620,18.3,41.3,2.57,54.1,6.6,5.429997065
"Dodge County, Minnesota",153.6,68777,20364,7.6,37.9,2.67,59.6,3.5,6.386701662
"Otsego County, New York",173.8,43104,60636,18.9,41.6,2.36,46.1,7.1,4.59877366
"Kauai County, Hawaii",149.4,58883,71735,12.3,41.6,3.07,51.8,5.4,4.798813776
"Bond County, Illinois",171.7,49886,16950,16.2,40.1,2.57,47.5,6.4,5.736868944
"Howard County, Iowa",165.8,49837,9410,12.1,42.2,2.39,56.9,3.4,6.748466258
"Beauregard Parish, Louisiana",198.3,43918,36462,18.9,37.5,2.69,55,5.7,3.558718861
"Union County, Illinois",206.9,40957,17408,17.9,43.6,2.53,52.1,7,5.211459754
"Dyer County, Tennessee",185.6,43425,37893,19.6,40.3,2.51,51.7,6.6,6.483677849
"Nassau County, Florida",176.3,56728,78444,11.7,44.2,2.66,54.5,9.8,6.279473815
"Douglas County, Missouri",166.5,31805,13373,23,47.3,2.54,58.6,9,6.128904705
"Logan County, Kansas",129.1,49852,2825,9.7,42.2,2.21,59.7,3.9,7.558139535
"St. Clair County, Illinois",191.2,50155,264052,19.1,37.7,2.57,45.4,8.9,4.939849972
"Meagher County, Montana",198.6,36903,1830,18,49.6,2.47,55.1,3.9,3.899721448
"Medina County, Ohio",167.4,68405,176395,7,41.4,2.63,58.1,5,4.599000327
"Jeff Davis County, Georgia",171.6,35235,14920,24.8,36.1,2.75,54.9,6.6,4.831625183
"Richland County, Wisconsin",168.7,44026,17495,13.5,44.1,2.29,59,4.8,7.105568445
"Steele County, Minnesota",145.9,57850,36755,10.9,39.8,2.52,55,4.9,6.135046611
"Columbia County, Arkansas",210,37495,24114,24.1,36,2.37,47.2,10.1,6.776379477
"Warren County, North Carolina",185.4,33869,20155,22.8,46.1,2.48,41.7,10.7,4.839989421
"Nash County, North Carolina",189,43348,93919,18.2,41,2.52,45.3,11.9,6.201122458
"El Paso County, Texas",142.9,40081,835593,23.4,31.6,3.14,47,8.4,5.625701056
"Webster County, Georgia",143.1,33893,2648,22.8,41,2.56,44.6,5.8,2.646502836
"St. Martin Parish, Louisiana",198.1,46713,53835,18,36.7,2.77,49.5,7.2,6.463878327
"Klickitat County, Washington",174.7,49348,21026,14.6,45,2.62,54.2,7,3.729487817
"Aransas County, Texas",194.6,44551,25350,17.5,49,2.46,55,6.8,8.072153326
"Manistee County, Michigan",180,37477,24461,16.6,48.2,2.28,51.1,11.5,4.046522898
"Muhlenberg County, Kentucky",207.1,38916,31183,21.6,41.5,2.6,55.2,10.3,5.430404297
